date,store_id,mall_location,weekday,week_of_year,promotion,scheduled_pt_hours,punch_pt_hours,sales
2025-07-11,Yorkdale,Yorkdale Shopping Centre,Friday,28,0,90.50,90.50,19107.58
2025-07-12,Yorkdale,Yorkdale Shopping Centre,Saturday,28,0,95.75,96.25,22651.22
2025-07-13,Yorkdale,Yorkdale Shopping Centre,Sunday,28,0,100.00,100.75,19291.74
2025-07-14,Yorkdale,Yorkdale Shopping Centre,Monday,29,0,87.25,88.25,16834.64
2025-07-15,Yorkdale,Yorkdale Shopping Centre,Tuesday,29,0,86.00,86.50,15943.85
2025-07-16,Yorkdale,Yorkdale Shopping Centre,Wednesday,29,0,90.75,88.75,16963.61
2025-07-17,Yorkdale,Yorkdale Shopping Centre,Thursday,29,0,88.75,87.50,17917.22
2025-07-18,Yorkdale,Yorkdale Shopping Centre,Friday,29,0,96.75,97.00,18988.09
2025-07-19,Yorkdale,Yorkdale Shopping Centre,Saturday,29,1,106.50,108.25,33130.43
2025-07-20,Yorkdale,Yorkdale Shopping Centre,Sunday,29,0,92.75,91.75,18403.92
2025-07-21,Yorkdale,Yorkdale Shopping Centre,Monday,30,0,85.00,86.25,16009.17
2025-07-22,Yorkdale,Yorkdale Shopping Centre,Tuesday,30,0,83.00,82.75,17995.44
2025-07-23,Yorkdale,Yorkdale Shopping Centre,Wednesday,30,0,90.75,91.25,17422.76
2025-07-24,Yorkdale,Yorkdale Shopping Centre,Thursday,30,1,100.75,101.00,22968.98
2025-07-25,Yorkdale,Yorkdale Shopping Centre,Friday,30,0,91.25,90.50,18528.33
2025-07-26,Yorkdale,Yorkdale Shopping Centre,Saturday,30,0,101.50,102.75,20106.45
2025-07-27,Yorkdale,Yorkdale Shopping Centre,Sunday,30,1,120.00,118.00,28231.42
2025-07-28,Yorkdale,Yorkdale Shopping Centre,Monday,31,0,76.25,76.50,14807.66
2025-07-29,Yorkdale,Yorkdale Shopping Centre,Tuesday,31,0,86.00,84.50,13206.97
2025-07-30,Yorkdale,Yorkdale Shopping Centre,Wednesday,31,0,88.25,90.25,15772.85
2025-07-31,Yorkdale,Yorkdale Shopping Centre,Thursday,31,1,101.75,102.25,22279.24
2025-08-01,Yorkdale,Yorkdale Shopping Centre,Friday,31,0,94.00,93.75,21505.88
2025-08-02,Yorkdale,Yorkdale Shopping Centre,Saturday,31,0,102.50,103.00,29159.71
2025-08-03,Yorkdale,Yorkdale Shopping Centre,Sunday,31,0,100.50,101.00,18129.85
2025-08-04,Yorkdale,Yorkdale Shopping Centre,Monday,32,0,79.50,79.75,15140.06
2025-08-05,Yorkdale,Yorkdale Shopping Centre,Tuesday,32,0,83.25,82.50,16701.41
2025-08-06,Yorkdale,Yorkdale Shopping Centre,Wednesday,32,0,83.25,82.50,17241.75
2025-08-07,Yorkdale,Yorkdale Shopping Centre,Thursday,32,0,88.75,88.75,16716.28
2025-08-08,Yorkdale,Yorkdale Shopping Centre,Friday,32,0,92.00,91.25,17101.14
2025-08-09,Yorkdale,Yorkdale Shopping Centre,Saturday,32,0,97.75,95.00,19737.20
2025-08-10,Yorkdale,Yorkdale Shopping Centre,Sunday,32,0,88.50,89.75,20741.61
2025-08-11,Yorkdale,Yorkdale Shopping Centre,Monday,33,0,83.50,83.25,14597.83
2025-08-12,Yorkdale,Yorkdale Shopping Centre,Tuesday,33,0,82.00,84.00,17215.07
2025-08-13,Yorkdale,Yorkdale Shopping Centre,Wednesday,33,0,83.75,86.00,17377.12
2025-08-14,Yorkdale,Yorkdale Shopping Centre,Thursday,33,0,84.75,84.00,15863.38
2025-08-15,Yorkdale,Yorkdale Shopping Centre,Friday,33,0,82.00,83.25,16292.03
2025-08-16,Yorkdale,Yorkdale Shopping Centre,Saturday,33,0,96.00,93.25,19716.52
2025-08-17,Yorkdale,Yorkdale Shopping Centre,Sunday,33,0,97.50,98.25,19687.45
2025-08-18,Yorkdale,Yorkdale Shopping Centre,Monday,34,0,90.75,92.00,16521.95
2025-08-19,Yorkdale,Yorkdale Shopping Centre,Tuesday,34,1,91.50,92.75,19188.01
2025-08-20,Yorkdale,Yorkdale Shopping Centre,Wednesday,34,0,85.00,85.00,15630.98
2025-08-21,Yorkdale,Yorkdale Shopping Centre,Thursday,34,1,103.25,106.00,19588.83
2025-08-22,Yorkdale,Yorkdale Shopping Centre,Friday,34,0,91.50,92.75,16702.20
2025-08-23,Yorkdale,Yorkdale Shopping Centre,Saturday,34,0,90.75,91.25,18475.68
2025-08-24,Yorkdale,Yorkdale Shopping Centre,Sunday,34,0,95.00,95.50,18539.35
2025-08-25,Yorkdale,Yorkdale Shopping Centre,Monday,35,0,84.50,81.75,12693.20
2025-08-26,Yorkdale,Yorkdale Shopping Centre,Tuesday,35,0,80.25,79.75,12973.47
2025-08-27,Yorkdale,Yorkdale Shopping Centre,Wednesday,35,0,88.75,89.25,17186.16
2025-08-28,Yorkdale,Yorkdale Shopping Centre,Thursday,35,0,88.75,88.25,15792.03
2025-08-29,Yorkdale,Yorkdale Shopping Centre,Friday,35,0,90.00,91.75,17273.44
2025-08-30,Yorkdale,Yorkdale Shopping Centre,Saturday,35,0,97.00,96.00,20835.15
2025-08-31,Yorkdale,Yorkdale Shopping Centre,Sunday,35,0,90.00,90.75,17599.61
2025-09-01,Yorkdale,Yorkdale Shopping Centre,Monday,36,0,83.25,82.75,16604.93
2025-09-02,Yorkdale,Yorkdale Shopping Centre,Tuesday,36,0,80.75,79.75,13690.89
2025-09-03,Yorkdale,Yorkdale Shopping Centre,Wednesday,36,0,85.00,84.75,14576.28
2025-09-04,Yorkdale,Yorkdale Shopping Centre,Thursday,36,0,84.75,84.75,14552.72
2025-09-05,Yorkdale,Yorkdale Shopping Centre,Friday,36,1,106.00,107.75,21460.41
2025-09-06,Yorkdale,Yorkdale Shopping Centre,Saturday,36,0,88.25,86.75,20545.43
2025-09-07,Yorkdale,Yorkdale Shopping Centre,Sunday,36,0,91.50,91.00,15405.18
2025-09-08,Yorkdale,Yorkdale Shopping Centre,Monday,37,0,77.25,79.25,12809.23
2025-09-09,Yorkdale,Yorkdale Shopping Centre,Tuesday,37,0,80.25,80.25,13282.34
2025-09-10,Yorkdale,Yorkdale Shopping Centre,Wednesday,37,0,81.25,82.25,17108.37
2025-09-11,Yorkdale,Yorkdale Shopping Centre,Thursday,37,0,87.25,85.25,11298.48
2025-09-12,Yorkdale,Yorkdale Shopping Centre,Friday,37,0,83.00,84.25,18948.16
2025-09-13,Yorkdale,Yorkdale Shopping Centre,Saturday,37,0,95.50,92.75,18757.14
2025-09-14,Yorkdale,Yorkdale Shopping Centre,Sunday,37,0,87.25,86.00,16468.49
2025-09-15,Yorkdale,Yorkdale Shopping Centre,Monday,38,0,77.50,80.50,11783.32
2025-09-16,Yorkdale,Yorkdale Shopping Centre,Tuesday,38,0,82.00,80.75,14544.79
2025-09-17,Yorkdale,Yorkdale Shopping Centre,Wednesday,38,0,84.00,83.50,13488.55
2025-09-18,Yorkdale,Yorkdale Shopping Centre,Thursday,38,0,85.75,85.75,15998.65
2025-09-19,Yorkdale,Yorkdale Shopping Centre,Friday,38,0,88.00,88.00,14870.35
2025-09-20,Yorkdale,Yorkdale Shopping Centre,Saturday,38,0,93.25,92.75,22327.43
2025-09-21,Yorkdale,Yorkdale Shopping Centre,Sunday,38,0,88.00,88.50,17096.90
2025-09-22,Yorkdale,Yorkdale Shopping Centre,Monday,39,0,81.25,81.00,12137.42
2025-09-23,Yorkdale,Yorkdale Shopping Centre,Tuesday,39,0,82.25,83.25,13783.45
2025-09-24,Yorkdale,Yorkdale Shopping Centre,Wednesday,39,0,77.75,77.00,14903.91
2025-09-25,Yorkdale,Yorkdale Shopping Centre,Thursday,39,0,82.25,84.00,13477.16
2025-09-26,Yorkdale,Yorkdale Shopping Centre,Friday,39,1,107.25,107.75,23028.29
2025-09-27,Yorkdale,Yorkdale Shopping Centre,Saturday,39,0,89.50,89.00,21669.61
2025-09-28,Yorkdale,Yorkdale Shopping Centre,Sunday,39,0,87.75,89.25,17103.81
2025-09-29,Yorkdale,Yorkdale Shopping Centre,Monday,40,0,84.50,83.25,14568.22
2025-09-30,Yorkdale,Yorkdale Shopping Centre,Tuesday,40,0,77.50,77.25,14366.71
2025-10-01,Yorkdale,Yorkdale Shopping Centre,Wednesday,40,0,84.50,87.25,15397.27
2025-10-02,Yorkdale,Yorkdale Shopping Centre,Thursday,40,0,80.25,80.00,13880.82
2025-10-03,Yorkdale,Yorkdale Shopping Centre,Friday,40,0,85.25,87.00,15780.85
2025-10-04,Yorkdale,Yorkdale Shopping Centre,Saturday,40,0,92.00,92.25,19335.28
2025-10-05,Yorkdale,Yorkdale Shopping Centre,Sunday,40,0,86.25,85.50,16471.34
2025-10-06,Yorkdale,Yorkdale Shopping Centre,Monday,41,0,80.25,80.75,11650.37
2025-10-07,Yorkdale,Yorkdale Shopping Centre,Tuesday,41,0,80.00,80.75,11934.98
2025-10-08,Yorkdale,Yorkdale Shopping Centre,Wednesday,41,0,79.75,80.25,13354.42
2025-10-09,Yorkdale,Yorkdale Shopping Centre,Thursday,41,0,78.00,78.00,13188.50
2025-10-10,Yorkdale,Yorkdale Shopping Centre,Friday,41,0,87.25,87.50,14965.93
2025-10-11,Yorkdale,Yorkdale Shopping Centre,Saturday,41,0,87.50,86.50,18000.02
2025-10-12,Yorkdale,Yorkdale Shopping Centre,Sunday,41,0,80.50,80.25,14392.19
2025-10-13,Yorkdale,Yorkdale Shopping Centre,Monday,42,0,80.50,79.50,14942.96
2025-10-14,Yorkdale,Yorkdale Shopping Centre,Tuesday,42,0,84.00,84.50,13592.84
2025-10-15,Yorkdale,Yorkdale Shopping Centre,Wednesday,42,0,81.25,82.75,11670.04
2025-10-16,Yorkdale,Yorkdale Shopping Centre,Thursday,42,0,83.25,83.00,16027.32
2025-10-17,Yorkdale,Yorkdale Shopping Centre,Friday,42,0,90.00,89.75,17457.55
2025-10-18,Yorkdale,Yorkdale Shopping Centre,Saturday,42,0,89.25,89.50,17919.24
2025-10-19,Yorkdale,Yorkdale Shopping Centre,Sunday,42,0,95.50,92.75,17223.01
2025-10-20,Yorkdale,Yorkdale Shopping Centre,Monday,43,0,79.50,80.75,13666.19
2025-10-21,Yorkdale,Yorkdale Shopping Centre,Tuesday,43,0,82.25,85.00,13952.40
2025-10-22,Yorkdale,Yorkdale Shopping Centre,Wednesday,43,0,84.50,81.75,14264.18
2025-10-23,Yorkdale,Yorkdale Shopping Centre,Thursday,43,0,87.00,87.25,13963.30
2025-10-24,Yorkdale,Yorkdale Shopping Centre,Friday,43,0,90.00,91.25,17526.30
2025-10-25,Yorkdale,Yorkdale Shopping Centre,Saturday,43,0,97.75,95.25,20408.33
2025-10-26,Yorkdale,Yorkdale Shopping Centre,Sunday,43,1,100.75,97.75,22379.61
2025-10-27,Yorkdale,Yorkdale Shopping Centre,Monday,44,0,80.50,80.25,14401.82
2025-10-28,Yorkdale,Yorkdale Shopping Centre,Tuesday,44,0,79.50,78.75,13538.75
2025-10-29,Yorkdale,Yorkdale Shopping Centre,Wednesday,44,0,79.75,80.75,14221.43
2025-10-30,Yorkdale,Yorkdale Shopping Centre,Thursday,44,0,88.00,87.50,16939.05
2025-10-31,Yorkdale,Yorkdale Shopping Centre,Friday,44,0,84.75,87.75,14561.77
2025-11-01,Yorkdale,Yorkdale Shopping Centre,Saturday,44,0,91.00,92.25,21561.89
2025-11-02,Yorkdale,Yorkdale Shopping Centre,Sunday,44,0,91.25,91.00,16786.51
2025-11-03,Yorkdale,Yorkdale Shopping Centre,Monday,45,0,79.75,78.25,13351.40
2025-11-04,Yorkdale,Yorkdale Shopping Centre,Tuesday,45,1,92.75,92.25,20372.57
2025-11-05,Yorkdale,Yorkdale Shopping Centre,Wednesday,45,0,79.00,81.25,13711.42
2025-11-06,Yorkdale,Yorkdale Shopping Centre,Thursday,45,0,86.00,85.25,14240.35
2025-11-07,Yorkdale,Yorkdale Shopping Centre,Friday,45,0,85.00,84.00,14916.83
2025-11-08,Yorkdale,Yorkdale Shopping Centre,Saturday,45,0,92.25,92.50,18292.85
2025-11-09,Yorkdale,Yorkdale Shopping Centre,Sunday,45,0,91.50,92.25,18934.86
2025-11-10,Yorkdale,Yorkdale Shopping Centre,Monday,46,0,84.50,85.25,15067.04
2025-11-11,Yorkdale,Yorkdale Shopping Centre,Tuesday,46,0,83.00,83.75,17184.95
2025-11-12,Yorkdale,Yorkdale Shopping Centre,Wednesday,46,0,83.25,85.25,16540.94
2025-11-13,Yorkdale,Yorkdale Shopping Centre,Thursday,46,0,85.00,82.75,15425.08
2025-11-14,Yorkdale,Yorkdale Shopping Centre,Friday,46,0,90.00,91.00,17067.53
2025-11-15,Yorkdale,Yorkdale Shopping Centre,Saturday,46,0,95.25,96.50,20623.20
2025-11-16,Yorkdale,Yorkdale Shopping Centre,Sunday,46,0,96.25,98.25,18385.26
2025-11-17,Yorkdale,Yorkdale Shopping Centre,Monday,47,1,90.75,91.25,21447.16
2025-11-18,Yorkdale,Yorkdale Shopping Centre,Tuesday,47,0,78.75,81.00,13280.81
2025-11-19,Yorkdale,Yorkdale Shopping Centre,Wednesday,47,0,88.25,88.00,13614.97
2025-11-20,Yorkdale,Yorkdale Shopping Centre,Thursday,47,0,80.75,81.00,15444.35
2025-11-21,Yorkdale,Yorkdale Shopping Centre,Friday,47,0,91.00,91.75,21361.08
2025-11-22,Yorkdale,Yorkdale Shopping Centre,Saturday,47,0,90.00,90.50,20758.80
2025-11-23,Yorkdale,Yorkdale Shopping Centre,Sunday,47,0,92.75,94.75,19779.79
2025-11-24,Yorkdale,Yorkdale Shopping Centre,Monday,48,0,81.50,81.25,14989.06
2025-11-25,Yorkdale,Yorkdale Shopping Centre,Tuesday,48,0,87.50,86.50,13949.58
2025-11-26,Yorkdale,Yorkdale Shopping Centre,Wednesday,48,0,81.25,80.50,11898.42
2025-11-27,Yorkdale,Yorkdale Shopping Centre,Thursday,48,0,84.00,83.50,15178.18
2025-11-28,Yorkdale,Yorkdale Shopping Centre,Friday,48,0,86.00,87.00,16055.86
2025-11-29,Yorkdale,Yorkdale Shopping Centre,Saturday,48,0,97.25,98.75,23787.21
2025-11-30,Yorkdale,Yorkdale Shopping Centre,Sunday,48,0,91.50,90.50,19113.31
2025-12-01,Yorkdale,Yorkdale Shopping Centre,Monday,49,0,83.50,82.50,15206.86
2025-12-02,Yorkdale,Yorkdale Shopping Centre,Tuesday,49,0,85.25,82.50,13367.19
2025-12-03,Yorkdale,Yorkdale Shopping Centre,Wednesday,49,0,87.25,87.00,16852.40
2025-12-04,Yorkdale,Yorkdale Shopping Centre,Thursday,49,0,86.00,87.50,16630.64
2025-12-05,Yorkdale,Yorkdale Shopping Centre,Friday,49,0,93.25,94.00,18225.40
2025-12-06,Yorkdale,Yorkdale Shopping Centre,Saturday,49,0,97.25,97.50,20820.44
2025-12-07,Yorkdale,Yorkdale Shopping Centre,Sunday,49,0,90.50,89.25,16906.45
2025-12-08,Yorkdale,Yorkdale Shopping Centre,Monday,50,0,81.50,80.00,15343.32
2025-12-09,Yorkdale,Yorkdale Shopping Centre,Tuesday,50,0,88.00,88.00,15331.34
2025-12-10,Yorkdale,Yorkdale Shopping Centre,Wednesday,50,0,89.25,89.25,17437.89
2025-12-11,Yorkdale,Yorkdale Shopping Centre,Thursday,50,0,93.50,92.25,18513.38
2025-12-12,Yorkdale,Yorkdale Shopping Centre,Friday,50,0,88.75,86.00,17966.80
2025-12-13,Yorkdale,Yorkdale Shopping Centre,Saturday,50,0,93.75,91.75,18300.97
2025-12-14,Yorkdale,Yorkdale Shopping Centre,Sunday,50,0,97.00,96.50,20850.08
2025-12-15,Yorkdale,Yorkdale Shopping Centre,Monday,51,0,81.25,78.25,15129.48
2025-12-16,Yorkdale,Yorkdale Shopping Centre,Tuesday,51,0,82.75,83.75,14194.24
2025-12-17,Yorkdale,Yorkdale Shopping Centre,Wednesday,51,0,83.75,80.75,17561.37
2025-12-18,Yorkdale,Yorkdale Shopping Centre,Thursday,51,0,84.75,87.75,16464.94
2025-12-19,Yorkdale,Yorkdale Shopping Centre,Friday,51,0,93.50,92.75,18478.37
2025-12-20,Yorkdale,Yorkdale Shopping Centre,Saturday,51,0,91.00,90.25,18130.24
2025-12-21,Yorkdale,Yorkdale Shopping Centre,Sunday,51,0,99.50,99.00,21242.58
2025-12-22,Yorkdale,Yorkdale Shopping Centre,Monday,52,0,83.75,85.50,17327.46
2025-12-23,Yorkdale,Yorkdale Shopping Centre,Tuesday,52,0,86.75,85.75,16110.15
2025-12-24,Yorkdale,Yorkdale Shopping Centre,Wednesday,52,0,83.75,83.75,14534.73
2025-12-25,Yorkdale,Yorkdale Shopping Centre,Thursday,52,0,83.00,82.75,17640.78
2025-12-26,Yorkdale,Yorkdale Shopping Centre,Friday,52,0,89.25,89.25,17416.52
2025-12-27,Yorkdale,Yorkdale Shopping Centre,Saturday,52,0,106.00,105.50,21085.25
2025-12-28,Yorkdale,Yorkdale Shopping Centre,Sunday,52,0,96.25,98.50,24117.54
2025-12-29,Yorkdale,Yorkdale Shopping Centre,Monday,1,0,81.25,80.25,16256.14
2025-12-30,Yorkdale,Yorkdale Shopping Centre,Tuesday,1,0,83.50,81.75,14973.68
2025-12-31,Yorkdale,Yorkdale Shopping Centre,Wednesday,1,0,84.75,84.00,20703.62
2024-01-01,SquareOne,Square One Shopping Centre,Monday,1,1,107.00,107.75,20116.43
2024-01-02,SquareOne,Square One Shopping Centre,Tuesday,1,0,86.50,85.25,17185.92
2024-01-03,SquareOne,Square One Shopping Centre,Wednesday,1,0,87.00,88.25,14900.46
2024-01-04,SquareOne,Square One Shopping Centre,Thursday,1,0,89.50,90.25,17440.47
2024-01-05,SquareOne,Square One Shopping Centre,Friday,1,0,97.50,99.00,17941.29
2024-01-06,SquareOne,Square One Shopping Centre,Saturday,1,0,109.00,109.25,20956.44
2024-01-07,SquareOne,Square One Shopping Centre,Sunday,1,0,102.50,101.00,23726.38
2024-01-08,SquareOne,Square One Shopping Centre,Monday,2,0,87.25,87.50,14634.18
2024-01-09,SquareOne,Square One Shopping Centre,Tuesday,2,0,90.75,89.25,16753.15
2024-01-10,SquareOne,Square One Shopping Centre,Wednesday,2,0,92.00,92.25,18469.67
2024-01-11,SquareOne,Square One Shopping Centre,Thursday,2,0,97.75,94.75,17814.75
2024-01-12,SquareOne,Square One Shopping Centre,Friday,2,0,96.00,95.25,18647.13
2024-01-13,SquareOne,Square One Shopping Centre,Saturday,2,0,100.00,102.00,19776.97
2024-01-14,SquareOne,Square One Shopping Centre,Sunday,2,0,95.50,94.25,24408.39
2024-01-15,SquareOne,Square One Shopping Centre,Monday,3,0,85.75,84.00,18588.19
2024-01-16,SquareOne,Square One Shopping Centre,Tuesday,3,0,91.75,92.50,20594.40
2024-01-17,SquareOne,Square One Shopping Centre,Wednesday,3,0,98.75,98.75,19458.58
2024-01-18,SquareOne,Square One Shopping Centre,Thursday,3,1,100.25,101.25,20706.90
2024-01-19,SquareOne,Square One Shopping Centre,Friday,3,0,95.00,97.25,16870.34
2024-01-20,SquareOne,Square One Shopping Centre,Saturday,3,0,101.50,102.25,25419.02
2024-01-21,SquareOne,Square One Shopping Centre,Sunday,3,0,101.00,101.50,20420.94
2024-01-22,SquareOne,Square One Shopping Centre,Monday,4,0,91.50,90.00,16982.95
2024-01-23,SquareOne,Square One Shopping Centre,Tuesday,4,0,90.50,88.50,18529.11
2024-01-24,SquareOne,Square One Shopping Centre,Wednesday,4,0,87.00,86.75,16666.27
2024-01-25,SquareOne,Square One Shopping Centre,Thursday,4,0,96.25,96.00,20212.64
2024-01-26,SquareOne,Square One Shopping Centre,Friday,4,0,97.75,97.00,17337.56
2024-01-27,SquareOne,Square One Shopping Centre,Saturday,4,0,107.25,107.75,22526.54
2024-01-28,SquareOne,Square One Shopping Centre,Sunday,4,0,105.25,107.50,22033.47
2024-01-29,SquareOne,Square One Shopping Centre,Monday,5,0,94.75,93.25,14328.41
2024-01-30,SquareOne,Square One Shopping Centre,Tuesday,5,0,90.25,87.25,18069.17
2024-01-31,SquareOne,Square One Shopping Centre,Wednesday,5,0,84.50,83.50,16832.78
2024-02-01,SquareOne,Square One Shopping Centre,Thursday,5,0,92.25,92.75,17824.81
2024-02-02,SquareOne,Square One Shopping Centre,Friday,5,0,102.75,104.50,19874.58
2024-02-03,SquareOne,Square One Shopping Centre,Saturday,5,0,104.00,102.75,23813.45
2024-02-04,SquareOne,Square One Shopping Centre,Sunday,5,1,120.00,118.75,29709.86
2024-02-05,SquareOne,Square One Shopping Centre,Monday,6,0,87.75,85.50,14968.26
2024-02-06,SquareOne,Square One Shopping Centre,Tuesday,6,0,91.50,90.75,15686.95
2024-02-07,SquareOne,Square One Shopping Centre,Wednesday,6,0,93.50,93.25,16578.22
2024-02-08,SquareOne,Square One Shopping Centre,Thursday,6,0,98.25,95.75,18698.85
2024-02-09,SquareOne,Square One Shopping Centre,Friday,6,0,89.25,88.00,18280.12
2024-02-10,SquareOne,Square One Shopping Centre,Saturday,6,0,103.25,101.00,20104.66
2024-02-11,SquareOne,Square One Shopping Centre,Sunday,6,0,104.25,104.00,23674.34
2024-02-12,SquareOne,Square One Shopping Centre,Monday,7,1,102.50,102.25,21626.51
2024-02-13,SquareOne,Square One Shopping Centre,Tuesday,7,0,92.50,94.00,15233.86
2024-02-14,SquareOne,Square One Shopping Centre,Wednesday,7,0,91.00,91.25,18253.46
2024-02-15,SquareOne,Square One Shopping Centre,Thursday,7,0,87.00,86.50,17953.93
2024-02-16,SquareOne,Square One Shopping Centre,Friday,7,0,99.00,97.50,16952.13
2024-02-17,SquareOne,Square One Shopping Centre,Saturday,7,0,102.25,100.75,20948.81
2024-02-18,SquareOne,Square One Shopping Centre,Sunday,7,0,98.50,100.75,22883.44
2024-02-19,SquareOne,Square One Shopping Centre,Monday,8,0,90.50,90.00,15747.79
2024-02-20,SquareOne,Square One Shopping Centre,Tuesday,8,0,90.25,91.50,17403.84
2024-02-21,SquareOne,Square One Shopping Centre,Wednesday,8,0,91.25,92.50,16744.63
2024-02-22,SquareOne,Square One Shopping Centre,Thursday,8,0,91.25,91.75,14772.28
2024-02-23,SquareOne,Square One Shopping Centre,Friday,8,0,101.00,99.75,21024.31
2024-02-24,SquareOne,Square One Shopping Centre,Saturday,8,0,103.25,104.75,19900.70
2024-02-25,SquareOne,Square One Shopping Centre,Sunday,8,0,97.00,95.00,21650.53
2024-02-26,SquareOne,Square One Shopping Centre,Monday,9,0,90.00,91.75,17241.18
2024-02-27,SquareOne,Square One Shopping Centre,Tuesday,9,0,92.50,92.50,17037.66
2024-02-28,SquareOne,Square One Shopping Centre,Wednesday,9,0,86.00,84.50,17283.13
2024-02-29,SquareOne,Square One Shopping Centre,Thursday,9,0,97.75,98.00,19366.40
2024-03-01,SquareOne,Square One Shopping Centre,Friday,9,0,100.50,102.25,20734.86
2024-03-02,SquareOne,Square One Shopping Centre,Saturday,9,1,120.00,121.75,27593.05
2024-03-03,SquareOne,Square One Shopping Centre,Sunday,9,0,100.75,100.00,22798.84
2024-03-04,SquareOne,Square One Shopping Centre,Monday,10,0,91.50,92.00,12702.61
2024-03-05,SquareOne,Square One Shopping Centre,Tuesday,10,0,86.00,86.50,14220.48
2024-03-06,SquareOne,Square One Shopping Centre,Wednesday,10,0,96.25,95.25,17546.81
2024-03-07,SquareOne,Square One Shopping Centre,Thursday,10,0,95.00,95.75,18063.92
2024-03-08,SquareOne,Square One Shopping Centre,Friday,10,0,95.50,96.00,17607.30
2024-03-09,SquareOne,Square One Shopping Centre,Saturday,10,0,102.50,102.75,20595.99
2024-03-10,SquareOne,Square One Shopping Centre,Sunday,10,1,116.25,114.00,24311.18
2024-03-11,SquareOne,Square One Shopping Centre,Monday,11,0,83.75,82.25,15582.83
2024-03-12,SquareOne,Square One Shopping Centre,Tuesday,11,1,102.25,103.00,19368.84
2024-03-13,SquareOne,Square One Shopping Centre,Wednesday,11,0,87.50,87.75,14205.36
2024-03-14,SquareOne,Square One Shopping Centre,Thursday,11,0,94.50,94.75,19765.12
2024-03-15,SquareOne,Square One Shopping Centre,Friday,11,0,93.00,93.75,20727.03
2024-03-16,SquareOne,Square One Shopping Centre,Saturday,11,0,102.00,104.00,20963.66
2024-03-17,SquareOne,Square One Shopping Centre,Sunday,11,0,103.00,104.00,20681.04
2024-03-18,SquareOne,Square One Shopping Centre,Monday,12,0,85.25,84.50,16696.87
2024-03-19,SquareOne,Square One Shopping Centre,Tuesday,12,0,85.75,86.25,15602.70
2024-03-20,SquareOne,Square One Shopping Centre,Wednesday,12,0,89.25,89.00,16172.63
2024-03-21,SquareOne,Square One Shopping Centre,Thursday,12,0,85.00,83.75,15595.90
2024-03-22,SquareOne,Square One Shopping Centre,Friday,12,0,93.25,93.75,18929.32
2024-03-23,SquareOne,Square One Shopping Centre,Saturday,12,0,100.75,100.50,18728.38
2024-03-24,SquareOne,Square One Shopping Centre,Sunday,12,0,99.50,101.25,22270.32
2024-03-25,SquareOne,Square One Shopping Centre,Monday,13,0,88.75,89.00,16887.07
2024-03-26,SquareOne,Square One Shopping Centre,Tuesday,13,0,88.50,86.25,17806.99
2024-03-27,SquareOne,Square One Shopping Centre,Wednesday,13,0,88.00,87.00,18469.70
2024-03-28,SquareOne,Square One Shopping Centre,Thursday,13,0,86.25,86.25,15565.98
2024-03-29,SquareOne,Square One Shopping Centre,Friday,13,0,95.00,95.00,17770.38
2024-03-30,SquareOne,Square One Shopping Centre,Saturday,13,0,102.50,105.00,22610.70
2024-03-31,SquareOne,Square One Shopping Centre,Sunday,13,0,102.25,100.00,18519.05
2024-04-01,SquareOne,Square One Shopping Centre,Monday,14,1,102.50,104.00,20921.55
2024-04-02,SquareOne,Square One Shopping Centre,Tuesday,14,0,88.25,87.50,16978.89
2024-04-03,SquareOne,Square One Shopping Centre,Wednesday,14,0,88.75,88.25,15783.47
2024-04-04,SquareOne,Square One Shopping Centre,Thursday,14,1,115.50,116.75,20126.57
2024-04-05,SquareOne,Square One Shopping Centre,Friday,14,0,90.75,89.50,17628.75
2024-04-06,SquareOne,Square One Shopping Centre,Saturday,14,0,96.00,97.50,21331.93
2024-04-07,SquareOne,Square One Shopping Centre,Sunday,14,0,98.50,99.00,19983.66
2024-04-08,SquareOne,Square One Shopping Centre,Monday,15,0,87.50,87.50,18267.91
2024-04-09,SquareOne,Square One Shopping Centre,Tuesday,15,0,88.75,89.25,15784.91
2024-04-10,SquareOne,Square One Shopping Centre,Wednesday,15,0,84.75,87.50,15873.13
2024-04-11,SquareOne,Square One Shopping Centre,Thursday,15,0,97.00,96.50,16964.42
2024-04-12,SquareOne,Square One Shopping Centre,Friday,15,0,92.75,93.50,21014.49
2024-04-13,SquareOne,Square One Shopping Centre,Saturday,15,0,105.00,105.00,22774.06
2024-04-14,SquareOne,Square One Shopping Centre,Sunday,15,0,104.50,103.50,22539.97
2024-04-15,SquareOne,Square One Shopping Centre,Monday,16,0,83.75,85.25,15840.36
2024-04-16,SquareOne,Square One Shopping Centre,Tuesday,16,0,89.25,91.50,12572.62
2024-04-17,SquareOne,Square One Shopping Centre,Wednesday,16,0,89.25,89.00,20225.41
2024-04-18,SquareOne,Square One Shopping Centre,Thursday,16,0,93.00,91.25,19698.65
2024-04-19,SquareOne,Square One Shopping Centre,Friday,16,0,98.50,100.25,18517.20
2024-04-20,SquareOne,Square One Shopping Centre,Saturday,16,0,104.00,104.75,19134.61
2024-04-21,SquareOne,Square One Shopping Centre,Sunday,16,0,103.75,103.75,20112.59
2024-04-22,SquareOne,Square One Shopping Centre,Monday,17,0,88.25,87.25,14510.22
2024-04-23,SquareOne,Square One Shopping Centre,Tuesday,17,0,85.75,86.50,15348.39
